671.95,309.45,469.5,347.85,197.65,397.15,644.6,1272.6,2253.35,1815.9,1715.1,1606.4,1719.8,1828.5,2394.35,1255.85,1206.75,1609.9,449.1,354.8
445.5,127.85,879.25,1104.6,1223.05,1321.1,1116.5,1296.0,840.05,877.75,516.3,218.65,642.35,723.55,1306.65,2000.45,4502.0,3796.55,3375.45,405.05
673.9,1023.4,1132.25,604.4,583.85,573.9,495.75,668.6,1388.65,613.7,981.3,661.8,712.8,1261.25,1247.8,2102.25,1982.55,4185.15,3004.6,410.3
1423.2,1152.0,560.6,210.35,459.5,687.0,1287.85,1261.35,904.8,417.2,1093.55,678.1,183.1,1274.0,2242.8,1105.05,733.75,3303.0,4743.0,423.75
1619.55,1254.65,1024.05,1242.5,1045.05,1265.65,743.45,1211.35,1130.45,62.85,770.45,751.65,495.4,2870.0,1082.85,881.4,1689.0,3437.15,4528.55,423.15
1226.25,1235.55,1254.25,1189.1,1630.5,1376.8,261.25,872.2,1321.3,625.8,393.1,1101.5,2124.7,2017.95,1029.5,1239.8,4696.05,4168.55,1180.0,432.15
964.95,968.1,1014.0,646.75,1348.35,981.65,694.35,696.2,1134.35,1451.15,1040.75,759.45,2025.8,979.85,1376.3,4243.85,2889.2,1164.65,833.1,192.65
764.8,1123.55,908.65,601.0,880.7,1366.8,1364.85,1245.0,348.85,630.2,1324.9,906.85,1146.5,2140.45,2377.2,4250.45,3578.9,614.55,260.95,540.35
981.05,1011.25,590.85,1108.75,1105.45,548.55,884.2,1020.3,1000.8,520.95,818.05,1122.4,1897.1,2186.75,2492.45,2568.7,5388.05,2331.45,1702.35,962.5
786.5,945.5,1096.5,1122.65,1089.9,1183.15,380.6,1075.05,1729.35,1166.7,1254.15,2277.35,1962.55,1537.8,845.8,2166.9,3228.85,5123.2,2093.2,631.05
726.95,410.85,156.6,434.9,920.85,1251.15,519.0,1360.7,2615.0,1790.3,1746.55,2962.15,1939.9,1276.75,1981.2,2509.85,3008.45,3687.65,3122.25,460.75
382.4,681.25,837.1,424.8,958.6,1354.6,1521.45,987.8,597.85,1514.4,1946.1,2591.1,2054.2,1689.3,2484.95,2223.3,1658.7,3575.9,4310.85,469.35
493.75,461.45,341.35,873.9,863.65,1357.0,916.05,1220.2,1622.95,1407.95,1191.1,1491.3,2287.35,1541.3,1694.65,1872.85,2152.65,4797.7,1846.2,429.9
965.8,698.05,908.3,705.15,735.4,1077.15,1746.45,1833.15,1774.75,1966.05,1377.25,1782.1,1173.95,1105.35,1060.35,2738.05,3615.65,2883.25,318.45,303.75
860.7,423.4,705.0,1498.45,1170.75,1235.15,1994.7,858.1,877.6,681.4,936.6,2111.0,1625.2,966.75,2693.7,1801.4,2852.65,1227.7,318.1,300.6
566.5,1182.65,1420.25,1646.6,1342.6,1357.2,1424.5,528.0,2198.0,1908.45,745.8,788.4,1799.4,2933.9,3139.2,1959.1,800.1,1939.05,432.75,385.5
822.9,1376.55,931.0,991.85,1250.8,2882.4,2324.5,457.8,863.9,2674.4,777.15,810.15,623.4,3186.65,2551.25,1695.3,543.9,444.55,1340.85,308.95
1522.6,1318.7,414.15,246.9,955.25,1510.65,2111.85,1353.35,784.95,2504.25,649.2,482.75,718.2,3383.05,2350.0,1230.0,888.55,275.6,1128.15,646.35
1506.1,465.2,348.9,352.45,283.4,540.6,1286.1,2615.25,2277.4,2084.15,347.9,586.6,712.5,1826.5,3730.6,2719.15,2020.55,1179.35,603.1,1486.0
1742.25,338.2,75.85,64.95,312.55,453.0,486.15,609.05,1406.5,3197.05,561.65,376.25,319.1,450.25,2249.75,2803.05,3202.35,3582.6,4135.7,6646.25
